CALHM3	chr10	103472803	103479240	ENST00000369783.4	calcium homeostasis modulator 3
CALHM4	chr6	116529012	116561127	ENST00000368596.4	calcium homeostasis modulator family member 4
CALHM5	chr6	116511638	116524788	ENST00000368599.4	calcium homeostasis modulator family member 5
CALHM6	chr6	116461369	116463968	ENST00000368605.3	calcium homeostasis modulator family member 6
CALHM6-AS1	chr6	116460738	116463692		CALHM6 antisense RNA 1
CALM1	chr14	90396501	90408268	ENST00000356978.9	calmodulin 1
CALM2	chr2	47160083	47176921	ENST00000272298.12	calmodulin 2
CALM3	chr19	46601073	46610782	ENST00000291295.14	calmodulin 3
CALML3	chr10	5524960	5526771	ENST00000315238.3	calmodulin like 3
CALML3-AS1	chr10	5510035	5551111		CALML3 antisense RNA 1
CALML4	chr15	68190704	68206079	ENST00000467889.3	calmodulin like 4
CALML5	chr10	5498696	5499570	ENST00000380332.5	calmodulin like 5
CALML6	chr1	1915107	1917296	ENST00000307786.8	calmodulin like 6
CALN1	chr7	71779490	72447151	ENST00000395275.7	calneuron 1
CALR	chr19	12938577	12944489	ENST00000316448.10	calreticulin
CALR3	chr19	16479060	16496167	ENST00000269881.8	calreticulin 3
CALU	chr7	128739291	128773400	ENST00000249364.9	calumenin
CALY	chr10	133324071	133336935	ENST00000252939.9	calcyon neuron specific vesicular protein
CAMK1	chr3	9757346	9769992	ENST00000256460.8	calcium/calmodulin dependent protein kinase I
CAMK1D	chr10	12349546	12835545	ENST00000619168.5	calcium/calmodulin dependent protein kinase ID
CAMK1G	chr1	209583713	209613939	ENST00000361322.3	calcium/calmodulin dependent protein kinase IG
CAMK2A	chr5	150219490	150290093	ENST00000671881.1	calcium/calmodulin dependent protein kinase II alpha
CAMK2B	chr7	44210018	44334577	ENST00000395749.7	calcium/calmodulin dependent protein kinase II beta
CAMK2D	chr4	113418053	113761927	ENST00000511664.6	calcium/calmodulin dependent protein kinase II delta
CAMK2G	chr10	73812500	73874591	ENST00000423381.6	calcium/calmodulin dependent protein kinase II gamma
CAMK2G-AS1	chr10	73813517	73814737		CAMK2G antisense RNA 1
CAMK2N1	chr1	20482390	20486210	ENST00000375078.4	calcium/calmodulin dependent protein kinase II inhibitor 1
CAMK2N2	chr3	184259212	184261553	ENST00000296238.4	calcium/calmodulin dependent protein kinase II inhibitor 2
CAMK4	chr5	111223652	111494886	ENST00000282356.9	calcium/calmodulin dependent protein kinase IV
CAMKK1	chr17	3860314	3894891	ENST00000348335.7	calcium/calmodulin dependent protein kinase kinase 1
CAMKK2	chr12	121237674	121298308	ENST00000404169.8	calcium/calmodulin dependent protein kinase kinase 2
CAMKMT	chr2	44361946	44772592	ENST00000378494.8	calmodulin-lysine N-methyltransferase
CAMKV	chr3	49857987	49869935	ENST00000477224.6	CaM kinase like vesicle associated
CAMLG	chr5	134738494	134752157	ENST00000297156.4	calcium modulating ligand
CAMP	chr3	48223346	48225491	ENST00000652295.2	cathelicidin antimicrobial peptide
CAMSAP1	chr9	135808486	135907546	ENST00000389532.9	calmodulin regulated spectrin associated protein 1
CAMSAP1-DT	chr9	135907801	135916147		CAMSAP1 divergent transcript
CAMSAP2	chr1	200738892	200860707	ENST00000358823.7	calmodulin regulated spectrin associated protein family member 2
CAMSAP3	chr19	7595862	7618304	ENST00000160298.9	calmodulin regulated spectrin associated protein family member 3
CAMTA1	chr1	6785453	7769706	ENST00000303635.12	calmodulin binding transcription activator 1
CAMTA1-AS1	chr1	7440490	7441612		CAMTA1 antisense RNA 1
CAMTA1-AS2	chr1	7379383	7389915		CAMTA1 antisense RNA 2
CAMTA1-AS3	chr1	7008375	7014279		CAMTA1 antisense RNA 3
CAMTA1-DT	chr1	6783891	6784843		CAMTA1 divergent transcript
CAMTA1-IT1	chr1	7312885	7370277		CAMTA1 intronic transcript 1
CAMTA2	chr17	4967991	4987675	ENST00000348066.8	calmodulin binding transcription activator 2
CAMTA2-AS1	chr17	4986465	4992170		CAMTA2 antisense RNA 1
CAND1	chr12	67269357	67319953	ENST00000545606.6	cullin associated and neddylation dissociated 1
CAND2	chr3	12796471	12834804	ENST00000456430.6	cullin associated and neddylation dissociated 2 (putative)
CANT1	chr17	78991715	79009867	ENST00000392446.10	calcium activated nucleotidase 1
CANX	chr5	179678627	179731641	ENST00000247461.9	calnexin
CANX	chr5_KV575244v1_fix	444318	497221	ENST00000247461.9	calnexin
CAP1	chr1	40040232	40072649	ENST00000372805.8	cyclase associated actin cytoskeleton regulatory protein 1
CAP2	chr6	17393594	17557780	ENST00000229922.7	cyclase associated actin cytoskeleton regulatory protein 2
CAPG	chr2	85394752	85418432	ENST00000263867.9	capping actin protein, gelsolin like
CAPN1	chr11	65180565	65212006	ENST00000279247.11	calpain 1
CAPN1-AS1	chr11	65177605	65181834		CAPN1 antisense RNA 1
CAPN10	chr2	240586733	240617705	ENST00000391984.7	calpain 10
CAPN10-DT	chr2	240581276	240586699		CAPN10 divergent transcript
CAPN11	chr6	44158810	44184401	ENST00000398776.2	calpain 11
CAPN12	chr19	38730186	38769904	ENST00000328867.9	calpain 12
CAPN13	chr2	30722770	30820542	ENST00000295055.12	calpain 13
CAPN14	chr2	31173055	31233858	ENST00000403897.4	calpain 14
CAPN15	chr16	527711	554636	ENST00000219611.7	calpain 15
CAPN15	chr16_KI270854v1_alt	130384	130697	ENST00000219611.7	calpain 15
CAPN2	chr1	223701592	223776018	ENST00000295006.6	calpain 2
CAPN3	chr15	42359497	42412949	ENST00000397163.8	calpain 3
CAPN5	chr11	77066960	77126155	ENST00000648180.1	calpain 5
CAPN6	chrX	111245098	111270483	ENST00000324068.2	calpain 6
CAPN7	chr3	15206151	15252916	ENST00000253693.7	calpain 7
CAPN8	chr1	223538006	223665723	ENST00000366872.10	calpain 8
CAPN9	chr1	230747383	230802003	ENST00000271971.7	calpain 9
CAPNS1	chr19	36139952	36150353	ENST00000246533.8	calpain small subunit 1
CAPNS2	chr16	55566683	55567687	ENST00000457326.3	calpain small subunit 2
CAPRIN1	chr11	34051730	34102610	ENST00000341394.9	cell cycle associated protein 1
CAPRIN2	chr12	30709551	30823302	ENST00000695402.1	caprin family member 2
CAPS	chr19	5912338	5916211	ENST00000588776.8	calcyphosine
CAPS2	chr12	75275978	75390928	ENST00000699294.1	calcyphosine 2
CAPS2-AS1	chr12	75234699	75298508		CAPS2 antisense RNA 1
CAPSL	chr5	35904287	35938779	ENST00000651391.1	calcyphosine like
CAPSL-DT	chr5	35938787	35942286		CAPSL divergent transcript
CAPZA1	chr1	112619804	112671616	ENST00000263168.4	capping actin protein of muscle Z-line subunit alpha 1
CAPZA2	chr7	116811069	116922049	ENST00000361183.8	capping actin protein of muscle Z-line subunit alpha 2
CAPZA3	chr12	18738118	18739188	ENST00000317658.5	capping actin protein of muscle Z-line subunit alpha 3
CAPZB	chr1	19338774	19485539	ENST00000264202.8	capping actin protein of muscle Z-line subunit beta
CARD10	chr22	37490361	37519542	ENST00000251973.10	caspase recruitment domain family member 10
CARD11	chr7	2906141	3044228	ENST00000396946.9	caspase recruitment domain family member 11
CARD11-AS1	chr7	2944026	2947091		CARD11 antisense RNA 1
CARD14	chr17	80169991	80216073	ENST00000648509.2	caspase recruitment domain family member 14
CARD16	chr11	105039091	105101431	ENST00000673097.2	caspase recruitment domain family member 16
CARD18	chr11	105137713	105531697	ENST00000530950.2	caspase recruitment domain family member 18
CARD19	chr9	93096216	93113283	ENST00000375464.7	caspase recruitment domain family member 19
CARD6	chr5	40841307	40860175	ENST00000254691.10	caspase recruitment domain family member 6
CARD8	chr19	48180769	48255946	ENST00000651546.1	caspase recruitment domain family member 8
CARD8-AS1	chr19	48255674	48258199		CARD8 antisense RNA 1
CARD9	chr9	136363955	136373681	ENST00000371732.10	caspase recruitment domain family member 9
CARF	chr2	202912213	202988263	ENST00000438828.4	calcium responsive transcription factor
CARHSP1	chr16	8852941	8869012	ENST00000311052.10	calcium regulated heat stable protein 1
CARHSP1-DT	chr16	8869166	8870043		CARHSP1 divergent transcript
CARINH	chr5	132410635	132488702		colitis associated IRF1 antisense regulator of intestinal homeostasis
CARM1	chr19	10871552	10923075	ENST00000327064.9	coactivator associated arginine methyltransferase 1
CARMAL	chr15	89040994	89082835		coronary artery disease region linked MFGE8 regulatory lncRNA
CARMIL1	chr6	25279077	25620530	ENST00000329474.7	capping protein regulator and myosin 1 linker 1
CARMIL2	chr16	67644987	67657569	ENST00000334583.11	capping protein regulator and myosin 1 linker 2
CARMIL3	chr14	24052008	24069729	ENST00000342740.6	capping protein regulator and myosin 1 linker 3
CARMIL3	chr14_KZ208920v1_fix	352986	370707	ENST00000342740.6	capping protein regulator and myosin 1 linker 3
CARMN	chr5	149406608	149432835		cardiac mesoderm enhancer-associated non-coding RNA
CARNMT1	chr9	74980789	75028423	ENST00000376834.8	carnosine N-methyltransferase 1
CARNMT1-AS1	chr9	74952967	74996579		CARNMT1 antisense RNA 1
CARNS1	chr11	67414967	67425607	ENST00000687366.1	carnosine synthase 1
CARS1	chr11	3000921	3057613	ENST00000380525.9	cysteinyl-tRNA synthetase 1
CARS1	chr11_KI270831v1_alt	231983	288645	ENST00000380525.9	cysteinyl-tRNA synthetase 1
CARS1-AS1	chr11	3029008	3041260		CARS1 antisense RNA 1
CARS1-AS1	chr11_KI270831v1_alt	260065	272285		CARS1 antisense RNA 1
CARS2	chr13	110641411	110713603	ENST00000257347.9	cysteinyl-tRNA synthetase 2, mitochondrial
CARTPT	chr5	71719274	71721048	ENST00000296777.5	CART prepropeptide
CASC11	chr8	127686342	127739022		cancer susceptibility 11
CASC15	chr6	21664163	22660021		cancer susceptibility 15
CASC16	chr16	52552054	52652132		cancer susceptibility 16
CASC17	chr17	71097773	71202203		cancer susceptibility 17
CASC18	chr12	105704202	105744062		cancer susceptibility 18
CASC19	chr8	127072693	127227541		cancer susceptibility 19
CASC2	chr10	118046278	118210158		cancer susceptibility 2
CASC20	chr20	6446722	6580186		cancer susceptibility 20
CASC21	chr8	127244636	127392631		cancer susceptibility 21
CASC22	chr16	52258516	52280638		cancer susceptibility 22
CASC23	chr11	8011277	8016520		cancer susceptibility 23
CASC3	chr17	40140317	40172183	ENST00000264645.12	CASC3 exon junction complex subunit
CASC6	chr6	91557291	91690428		cancer susceptibility 6
CASC8	chr8	127289666	127482139		cancer susceptibility 8
CASC9	chr8	75120406	75352327		cancer susceptibility 9
CASD1	chr7	94509218	94557019	ENST00000297273.9	CAS1 domain sialic acid O acetyltransferase 1
CASK	chrX	41514933	41923554	ENST00000378163.7	calcium/calmodulin dependent serine protein kinase
CASK-AS1	chrX	41520035	41522336		CASK antisense RNA 1
CASKIN1	chr16	2177179	2196605	ENST00000343516.8	CASK interacting protein 1
CASKIN2	chr17	75500260	75515537	ENST00000321617.8	CASK interacting protein 2
CASP1	chr11	105025396	105035250	ENST00000533400.6	caspase 1
CASP10	chr2	201182871	201229428	ENST00000286186.11	caspase 10
CASP12	chr11	104885717	104898670	ENST00000709446.2	caspase 12 (gene/pseudogene)
CASP12	chr11_MU273368v1_alt	182418	197803	ENST00000709446.2	caspase 12 (gene/pseudogene)
CASP14	chr19	15049479	15058293	ENST00000427043.4	caspase 14
CASP2	chr7	143288214	143307696	ENST00000310447.10	caspase 2
CASP3	chr4	184627695	184650062	ENST00000308394.9	caspase 3
CASP4	chr11	104942865	104969366	ENST00000444739.7	caspase 4
CASP5	chr11	104994234	105023168	ENST00000260315.8	caspase 5
CASP6	chr4	109688621	109703583	ENST00000265164.7	caspase 6
CASP7	chr10	113679161	113730907	ENST00000369318.8	caspase 7
CASP8	chr2	201233442	201361836	ENST00000673742.1	caspase 8
CASP8AP2	chr6	89829893	89874436	ENST00000671703.3	caspase 8 associated protein 2
CASP8AP2	chr6_KV766194v1_fix	25224	72124	ENST00000671703.3	caspase 8 associated protein 2
CASP9	chr1	15490831	15526534	ENST00000333868.10	caspase 9
CASQ1	chr1	160190574	160201886	ENST00000368078.8	calsequestrin 1
CASQ2	chr1	115698037	115837921	ENST00000261448.6	calsequestrin 2
CASR	chr3	122183667	122291629	ENST00000639785.2	calcium sensing receptor
CASS4	chr20	56412111	56460387	ENST00000679887.1	Cas scaffold protein family member 4
CAST	chr5	95962000	96631085	ENST00000675179.1	calpastatin
CASTOR1	chr22	30285116	30289622	ENST00000407689.8	cytosolic arginine sensor for mTORC1 subunit 1
CASTOR2	chr7	74964704	75031528	ENST00000616305.2	cytosolic arginine sensor for mTORC1 subunit 2
CASZ1	chr1	10636603	10796650	ENST00000377022.8	castor zinc finger 1
CAT	chr11	34438933	34472060	ENST00000241052.5	catalase
CATIP	chr2	218356856	218369962	ENST00000289388.4	ciliogenesis associated TTC17 interacting protein
CATIP-AS1	chr2	218366660	218369099		CATIP antisense RNA 1
CATIP-AS2	chr2	218326246	218358002		CATIP antisense RNA 2
CATSPER1	chr11	66016751	66026479	ENST00000312106.6	cation channel sperm associated 1
CATSPER2	chr15	43628502	43668118	ENST00000396879.8	cation channel sperm associated 2
CATSPER3	chr5	134967906	135011696	ENST00000282611.8	cation channel sperm associated 3
CATSPER4	chr1	26190560	26202968	ENST00000456354.7	cation channel sperm associated 4
CATSPERB	chr14	91580695	91780707	ENST00000256343.8	catsper channel auxiliary subunit beta
CATSPERB	chr14_KI270844v1_alt	44831	248502	ENST00000256343.8	catsper channel auxiliary subunit beta
CATSPERD	chr19	5720636	5778734	ENST00000381624.4	catsper channel auxiliary subunit delta
CATSPERE	chr1	244454376	244641177	ENST00000366534.9	catsper channel auxiliary subunit epsilon
CATSPERG	chr19	38335774	38370943	ENST00000409235.8	catsper channel auxiliary subunit gamma
CATSPERH	chr11	65084978	65089375	ENST00000530719.6	catsper channel auxiliary subunit eta
CATSPERQ	chr8	144352218	144354954	ENST00000696146.1	catsper channel auxiliary subunit theta
CATSPERQ	chr8_KZ208914v1_fix	82821	85517	ENST00000696146.1	catsper channel auxiliary subunit theta
CATSPERT	chr2	201487420	201619178	ENST00000439140.6	catsper channel auxiliary subunit tau
CATSPERZ	chr11	64300357	64304770	ENST00000328404.8	catsper channel auxiliary subunit zeta
CAV1	chr7	116524993	116561179	ENST00000341049.7	caveolin 1
CAV2	chr7	116287379	116508541	ENST00000222693.5	caveolin 2
CAV3	chr3	8733801	8841808	ENST00000343849.3	caveolin 3
CAVIN1	chr17	42402448	42423256	ENST00000357037.6	caveolae associated protein 1
CAVIN2	chr2	191834309	191847088	ENST00000304141.5	caveolae associated protein 2
CAVIN2-AS1	chr2	191844915	192085236		CAVIN2 and TMEFF2 antisense RNA 1
CAVIN3	chr11	6318945	6320532	ENST00000303927.4	caveolae associated protein 3
CAVIN4	chr9	100578078	100588389	ENST00000307584.6	caveolae associated protein 4
CBARP	chr19	1228286	1238027	ENST00000650044.2	CACN subunit beta associated regulatory protein
CBARP-DT	chr19	1229107	1239529		CBARP divergent transcript
CBFA2T2	chr20	33490074	33650036	ENST00000342704.11	CBFA2/RUNX1 partner transcriptional co-repressor 2
CBFA2T3	chr16	88874857	88977207	ENST00000268679.9	CBFA2/RUNX1 partner transcriptional co-repressor 3
CBFB	chr16	67028983	67101058	ENST00000412916.7	core-binding factor subunit beta
CBL	chr11	119206297	119313926	ENST00000264033.6	Cbl proto-oncogene
CBLB	chr3	105655460	105869552	ENST00000394030.8	Cbl proto-oncogene B
CBLC	chr19	44777868	44800652	ENST00000647358.2	Cbl proto-oncogene C
CBLIF	chr11	59829272	59845499	ENST00000257248.3	cobalamin binding intrinsic factor
CBLL1	chr7	107743072	107761667	ENST00000440859.8	Cbl proto-oncogene like 1
CBLL1-AS1	chr7	107739998	107744601		CBLL1 antisense RNA 1
CBLL2	chrX	22272912	22274461	ENST00000323684.4	Cbl proto-oncogene like 2
CBLN1	chr16	49277916	49281838	ENST00000219197.11	cerebellin 1 precursor
CBLN2	chr18	72536679	72638521	ENST00000269503.9	cerebellin 2 precursor
CBLN3	chr14	24426544	24430954	ENST00000267406.11	cerebellin 3 precursor
CBLN4	chr20	55997356	56005519	ENST00000064571.3	cerebellin 4 precursor
CBR1	chr21	36069940	36073166	ENST00000290349.11	carbonyl reductase 1
CBR1-AS1	chr21	36074880	36075602		CBR1 antisense RNA 1
CBR3	chr21	36135078	36146562	ENST00000290354.6	carbonyl reductase 3
CBR3-AS1	chr21	36098089	36175815		CBR3 antisense RNA 1
CBR4	chr4	168863769	169010275	ENST00000306193.8	carbonyl reductase 4
CBR4-DT	chr4	169010308	169011523		CBR4 divergent transcript
CBS	chr21	43053190	43076943	ENST00000398165.8	cystathionine beta-synthase
CBX1	chr17	48070051	48101478	ENST00000225603.9	chromobox 1
CBX2	chr17	79778147	79787983	ENST00000310942.9	chromobox 2
CBX3	chr7	26201161	26213607	ENST00000396386.7	chromobox 3
CBX4	chr17	79833155	79839440	ENST00000269397.9	chromobox 4
CBX5	chr12	54230941	54280133	ENST00000209875.9	chromobox 5
CBX6	chr22	38861421	38872249	ENST00000407418.8	chromobox 6
CBX7	chr22	39120166	39152680	ENST00000216133.10	chromobox 7
CBX8	chr17	79792131	79801683	ENST00000269385.9	chromobox 8
CBY1	chr22	38656635	38673854	ENST00000216029.8	chibby 1, beta catenin antagonist
CBY2	chr13	45702319	45714559	ENST00000310521.6	chibby family member 2
CBY3	chr5	179678559	179681034	ENST00000376974.5	chibby family member 3
CBY3	chr5_KV575244v1_fix	444250	446726	ENST00000376974.5	chibby family member 3
CC2D1A	chr19	13906200	13930879	ENST00000318003.11	coiled-coil and C2 domain containing 1A
CC2D1A	chr19_ML143376v1_fix	118041	142720	ENST00000318003.11	coiled-coil and C2 domain containing 1A
CC2D1B	chr1	52345722	52366205	ENST00000284376.8	coiled-coil and C2 domain containing 1B
CC2D2A	chr4	15469864	15601552	ENST00000424120.6	coiled-coil and C2 domain containing 2A
CC2D2B	chr10	95907602	96033745	ENST00000646931.3	coiled-coil and C2 domain containing 2B
CCAR1	chr10	68721011	68792377	ENST00000265872.11	cell division cycle and apoptosis regulator 1
CCAR2	chr8	22604756	22620964	ENST00000308511.9	cell cycle and apoptosis regulator 2
CCAT1	chr8	127207381	127219268		colon cancer associated transcript 1
CCAT2	chr8	127400398	127402150		colon cancer associated transcript 2
CCBE1	chr18	59430938	59697662	ENST00000439986.9	collagen and calcium binding EGF domains 1
CCDC102A	chr16	57512180	57536571	ENST00000258214.3	coiled-coil domain containing 102A
CCDC102B	chr18	68715208	69055189	ENST00000360242.9	coiled-coil domain containing 102B
CCDC106	chr19	55641061	55653161	ENST00000586790.6	coiled-coil domain containing 106
CCDC107	chr9	35658289	35661511	ENST00000426546.7	coiled-coil domain containing 107
CCDC110	chr4	185445181	185471752	ENST00000307588.8	coiled-coil domain containing 110
CCDC112	chr5	115267189	115296693	ENST00000379611.10	coiled-coil domain containing 112
CCDC116	chr22	21632715	21637329	ENST00000292779.4	coiled-coil domain containing 116
CCDC117	chr22	28772673	28789301	ENST00000249064.9	coiled-coil domain containing 117
CCDC12	chr3	46916633	46982010	ENST00000683445.1	coiled-coil domain containing 12
CCDC120	chrX	49053571	49069857	ENST00000603986.6	coiled-coil domain containing 120
CCDC120	chrX_MU273397v1_alt	212406	228809	ENST00000603986.6	coiled-coil domain containing 120
CCDC121	chr2	27625637	27629012	ENST00000324364.4	coiled-coil domain containing 121
CCDC122	chr13	43823908	43879740	ENST00000444614.8	coiled-coil domain containing 122
CCDC124	chr19	17933014	17943991	ENST00000445755.7	coiled-coil domain containing 124
CCDC125	chr5	69280174	69332809	ENST00000396496.7	coiled-coil domain containing 125
CCDC125	chr5_GL339449v2_alt	64463	115923	ENST00000396496.7	coiled-coil domain containing 125
CCDC126	chr7	23597381	23644708	ENST00000307471.8	coiled-coil domain containing 126
CCDC127	chr5	196867	218153	ENST00000296824.4	coiled-coil domain containing 127
CCDC13	chr3	42705755	42773253	ENST00000310232.11	coiled-coil domain containing 13
CCDC13-AS1	chr3	42732574	42746768		CCDC13 antisense RNA 1
CCDC13-AS2	chr3	42770561	42773795		CCDC13 antisense RNA 2
CCDC134	chr22	41800678	41832172	ENST00000255784.6	coiled-coil domain containing 134
CCDC136	chr7	128790756	128822132	ENST00000297788.9	coiled-coil domain containing 136
CCDC137	chr17	81666736	81673904	ENST00000329214.13	coiled-coil domain containing 137
CCDC138	chr2	108786756	108885477	ENST00000295124.9	coiled-coil domain containing 138
CCDC14	chr3	123897304	123961408	ENST00000409697.8	coiled-coil domain containing 14
CCDC140	chr2	222298146	222305217		CCDC140 long non-coding RNA
CCDC141	chr2	178829756	179050137	ENST00000443758.7	coiled-coil domain containing 141
CCDC142	chr2	74471985	74483408	ENST00000393965.8	coiled-coil domain containing 142
CCDC144A	chr17	16689536	16777881	ENST00000399273.5	coiled-coil domain containing 144A
CCDC144NL-AS1	chr17	20841124	21002324		CCDC144NL antisense RNA 1
CCDC146	chr7	77122433	77329533	ENST00000285871.5	coiled-coil domain containing 146
CCDC148	chr2	158171072	158456753	ENST00000283233.10	coiled-coil domain containing 148
CCDC148-AS1	chr2	158166649	158236169		CCDC148 antisense RNA 1
CCDC149	chr4	24803513	24980204	ENST00000635206.3	coiled-coil domain containing 149
CCDC15	chr11	124954120	125041489	ENST00000344762.6	coiled-coil domain containing 15
CCDC15-DT	chr11	124949191	124954044		CCDC15 divergent transcript
CCDC150	chr2	196639553	196763490	ENST00000389175.9	coiled-coil domain containing 150
CCDC152	chr5	42756817	42802439	ENST00000361970.10	coiled-coil domain containing 152
CCDC154	chr16	1434382	1444556	ENST00000389176.4	coiled-coil domain containing 154
CCDC157	chr22	30356634	30378673	ENST00000338306.8	coiled-coil domain containing 157
CCDC158	chr4	76312996	76421868	ENST00000682701.1	coiled-coil domain containing 158
CCDC159	chr19	11344683	11354944	ENST00000458408.6	coiled-coil domain containing 159
CCDC160	chrX	134237046	134246842	ENST00000695460.1	coiled-coil domain containing 160
CCDC163	chr1	45493865	45500079	ENST00000629482.3	CCDC163 homolog
CCDC166	chr8	143706693	143708109	ENST00000542437.1	coiled-coil domain containing 166
CCDC166	chr8_KI270816v1_alt	183740	185156	ENST00000542437.1	coiled-coil domain containing 166
CCDC167	chr6	37482937	37499893	ENST00000373408.4	coiled-coil domain containing 167
CCDC169	chr13	36222007	36297840	ENST00000239859.8	coiled-coil domain containing 169
CCDC17	chr1	45620043	45624057	ENST00000528266.6	coiled-coil domain containing 17
CCDC170	chr6	151494016	151621193	ENST00000239374.8	coiled-coil domain containing 170
CCDC171	chr9	15553042	16061663	ENST00000380701.8	coiled-coil domain containing 171
CCDC172	chr10	116324447	116380029	ENST00000333254.4	coiled-coil domain containing 172
CCDC174	chr3	14651761	14672659	ENST00000383794.7	coiled-coil domain containing 174
CCDC175	chr14	59504538	59576812	ENST00000537690.7	coiled-coil domain containing 175
CCDC177	chr14	69569798	69574871	ENST00000599174.3	coiled-coil domain containing 177
CCDC178	chr18	32937401	33441101	ENST00000383096.8	coiled-coil domain containing 178
CCDC179	chr11	22846921	22860474	ENST00000532798.3	coiled-coil domain containing 179
CCDC18	chr1	93179918	93278730	ENST00000690025.1	coiled-coil domain containing 18
CCDC18-AS1	chr1	93262185	93346025		CCDC18 antisense RNA 1
CCDC180	chr9	97307303	97378751	ENST00000529487.3	coiled-coil domain containing 180
CCDC181	chr1	169394869	169460669	ENST00000367806.8	coiled-coil domain containing 181
CCDC182	chr17	57744494	57745299	ENST00000299415.3	coiled-coil domain containing 182
CCDC183	chr9	136796337	136807741	ENST00000338005.7	coiled-coil domain containing 183
CCDC183-AS1	chr9	136803926	136808848		CCDC183 antisense RNA 1
CCDC184	chr12	48183643	48185926	ENST00000316554.5	coiled-coil domain containing 184
CCDC185	chr1	223393414	223395465	ENST00000366875.5	coiled-coil domain containing 185
CCDC186	chr10	114120861	114174232	ENST00000369287.8	coiled-coil domain containing 186
CCDC187	chr9	136249972	136306901	ENST00000638797.2	coiled-coil domain containing 187
CCDC188	chr22	20148415	20151055	ENST00000439765.4	coiled-coil domain containing 188
CCDC190	chr1	162824457	162868761	ENST00000367912.7	coiled-coil domain containing 190
CCDC191	chr3	113964136	114056594	ENST00000295878.8	coiled-coil domain containing 191
CCDC192	chr5	127703360	127941507	ENST00000514853.5	coiled-coil domain containing 192
CCDC194	chr19	17387195	17394196	ENST00000636079.2	coiled-coil domain containing 194
CCDC195	chr2	224703763	224716365	ENST00000638102.1	coiled-coil domain containing 195
CCDC196	chr14	66411703	66498677	ENST00000636229.1	coiled-coil domain containing 196
CCDC197	chr14	93987224	94008863	ENST00000636493.2	coiled-coil domain containing 197
CCDC197	chr14_KI270847v1_alt	1111831	1123425	ENST00000636493.2	coiled-coil domain containing 197
CCDC198	chr14	57469299	57493867	ENST00000216445.8	coiled-coil domain containing 198
CCDC200	chr17	43216940	43305397	ENST00000636331.2	coiled-coil domain containing 200
CCDC201	chr7	45859993	45873082	ENST00000636578.2	coiled-coil domain containing 201
CCDC22	chrX	49235469	49250520	ENST00000376227.4	CCC complex scaffolding subunit CCDC22
CCDC24	chr1	43991358	43996528	ENST00000372318.8	coiled-coil domain containing 24
CCDC25	chr8	27733315	27772653	ENST00000356537.9	coiled-coil domain containing 25
CCDC26	chr8	128634198	129723023		CCDC26 long non-coding RNA
CCDC27	chr1	3746459	3771645	ENST00000294600.7	coiled-coil domain containing 27
CCDC28A	chr6	138773768	138793319	ENST00000617445.5	coiled-coil domain containing 28A
CCDC28A-AS1	chr6	138725210	138773709		CCDC28A antisense RNA 1
CCDC28B	chr1	32200594	32205453	ENST00000373602.10	coiled-coil domain containing 28B
CCDC3	chr10	12896624	13099652	ENST00000378825.5	coiled-coil domain containing 3
CCDC30	chr1	42463220	42657190	ENST00000657597.2	coiled-coil domain containing 30
CCDC32	chr15	40528682	40565054	ENST00000416810.7	coiled-coil domain containing 32
CCDC33	chr15	74202704	74336472	ENST00000398814.8	coiled-coil domain containing 33
CCDC33	chr15_ML143370v1_fix	30129	165741	ENST00000398814.8	coiled-coil domain containing 33
CCDC34	chr11	27330826	27363234	ENST00000328697.11	coiled-coil domain containing 34
CCDC38	chr12	95867047	95942635	ENST00000344280.8	coiled-coil domain containing 38
CCDC39	chr3	180602857	180684942	ENST00000476379.6	coiled-coil domain 39 molecular ruler complex subunit
CCDC39-AS1	chr3	180679566	180700453		CCDC39 antisense RNA 1
CCDC40	chr17	80036631	80100613	ENST00000397545.9	coiled-coil domain 40 molecular ruler complex subunit
CCDC40	chr17_MU273379v1_fix	59542	125319	ENST00000397545.9	coiled-coil domain 40 molecular ruler complex subunit
CCDC42	chr17	8729934	8745219	ENST00000293845.8	coiled-coil domain containing 42
CCDC43	chr17	44673068	44689779	ENST00000315286.13	coiled-coil domain containing 43
CCDC47	chr17	63745254	63776351	ENST00000225726.10	coiled-coil domain containing 47
CCDC50	chr3	191329084	191398659	ENST00000392455.9	coiled-coil domain containing 50
CCDC51	chr3	48432163	48440456	ENST00000395694.7	coiled-coil domain containing 51
CCDC54	chr3	107377438	107378635	ENST00000261058.3	coiled-coil domain containing 54
CCDC54-AS1	chr3	107129886	107421356		CCDC54 antisense RNA 1
CCDC57	chr17	82101459	82212878	ENST00000694881.1	coiled-coil domain containing 57
CCDC59	chr12	82223680	82358805	ENST00000256151.8	coiled-coil domain containing 59
CCDC6	chr10	59788746	59906556	ENST00000263102.7	coiled-coil domain containing 6
CCDC60	chr12	119334711	119541040	ENST00000327554.3	coiled-coil domain containing 60
CCDC61	chr19	45995460	46021318	ENST00000595358.5	coiled-coil domain containing 61
CCDC62	chr12	122774525	122827528	ENST00000253079.11	coiled-coil domain containing 62
CCDC63	chr12	110846768	110907535	ENST00000308208.10	coiled-coil domain containing 63
CCDC66	chr3	56557160	56621837	ENST00000394672.8	coiled-coil domain containing 66
CCDC68	chr18	54901508	54959461	ENST00000591504.6	coiled-coil domain containing 68
